"Country","date","update","cases","new_cases","deaths","new_deaths","recovered","new_recovered"
"CentralAfricanRepublic",2020-07-12,25,4288,319,53,5,1145,231
"Chad",2020-07-12,25,880,8,75,1,790,3
"Chile",2020-07-12,25,315041,19509,6979,671,283902,22863
"China",2020-07-12,25,83602,45,4634,0,78648,131
"Colombia",2020-07-12,25,150445,33335,5307,1243,61186,14543
"Comoros",2020-07-12,25,317,6,7,0,296,30
"Congo",2020-07-12,25,2028,471,47,3,589,88
"CostaRica",2020-07-12,25,7596,2600,30,11,2239,494
"CotedIvoire",2020-07-12,25,12766,1994,84,10,6654,1587
"Croatia",2020-07-12,25,3722,571,119,6,2486,290
"Cuba",2020-07-12,25,2426,54,87,1,2258,29
"Cyprus",2020-07-12,25,1014,12,19,0,839,0
"Czechia",2020-07-12,25,13174,659,352,4,8247,383
"DemocraticRepublicoftheCongo",2020-07-12,25,8033,622,189,7,3615,431
"Denmark",2020-07-12,25,13147,114,609,3,12278,261
"DiamondPrincess",2020-07-12,25,712,0,13,0,651,0
"Djibouti",2020-07-12,25,4972,180,56,1,4712,119
"Dominica",2020-07-12,25,18,0,0,0,18,0
"DominicanRepublic",2020-07-12,25,44532,7107,897,103,21459,2516
"Ecuador",2020-07-12,25,67870,5912,5047,266,30283,1561
"Egypt",2020-07-12,25,82070,6817,3858,515,24419,3693
"ElSalvador",2020-07-12,25,9674,1897,260,43,5634,1061
"EquatorialGuinea",2020-07-12,25,3071,0,51,0,842,0
"Eritrea",2020-07-12,25,232,17,0,0,107,51
"Estonia",2020-07-12,25,2014,21,69,0,1895,21
"Eswatini",2020-07-12,25,1351,363,20,7,668,121
"Ethiopia",2020-07-12,25,7560,1714,127,24,2430,0
"Fiji",2020-07-12,25,26,7,0,0,18,0
"Finland",2020-07-12,25,7294,41,329,0,6800,100
"France",2020-07-12,25,210402,3720,30012,117,78513,1328
"Gabon",2020-07-12,25,5942,322,46,2,3004,449
"Gambia",2020-07-12,25,64,7,3,1,34,7
"Georgia",2020-07-12,25,986,35,15,0,857,29
"Germany",2020-07-12,25,199919,2396,9071,48,184414,2695
"Ghana",2020-07-12,25,24518,4433,139,17,20187,5317
"Greece",2020-07-12,25,3803,284,193,1,1374,0
"Grenada",2020-07-12,25,23,0,0,0,23,0
"Guatemala",2020-07-12,25,29355,6107,1219,272,4214,832
"Guinea",2020-07-12,25,6141,531,37,3,4862,340
"GuineaBissau",2020-07-12,25,1842,77,26,1,773,97
"Guyana",2020-07-12,25,297,24,17,2,154,34
"Haiti",2020-07-12,25,6617,387,135,25,2924,1375
"HolySee",2020-07-12,25,12,0,0,0,12,0
"Honduras",2020-07-12,25,28090,4147,774,135,2957,467
"HongKong",2020-07-12,25,1469,201,7,0,1214,58
"Hungary",2020-07-12,25,4234,51,595,6,3036,225
"Iceland",2020-07-12,25,1833,3,10,0,1800,0
"India",2020-07-12,25,878254,180841,23174,3481,553471,129038
"Indonesia",2020-07-12,25,75699,11950,3606,435,35638,6533
"Iran",2020-07-12,25,257303,16865,12829,1258,219993,18663
"Iraq",2020-07-12,25,77506,17027,3150,677,44724,11707
"Ireland",2020-07-12,25,25628,101,1746,5,23364,0
"Israel",2020-07-12,25,39338,9191,380,39,18885,1544
"Italy",2020-07-12,25,243061,1450,34954,93,194928,2820
"Jamaica",2020-07-12,25,758,26,10,0,620,36
"Japan",2020-07-12,25,21827,2169,983,6,17845,975
"Jordan",2020-07-12,25,1179,15,10,0,997,55
"Kazakhstan",2020-07-12,25,58253,9679,375,115,33814,17954
"Kenya",2020-07-12,25,10105,2219,185,25,2881,594
"Kosovo",2020-07-12,25,4715,1359,101,35,2227,353
"Kuwait",2020-07-12,25,54894,4953,390,22,44610,4147
"Kyrgyzstan",2020-07-12,25,11117,3740,147,59,3460,658
"Laos",2020-07-12,25,19,0,0,0,19,0
"Latvia",2020-07-12,25,1173,49,30,0,1019,19
"Lebanon",2020-07-12,25,2334,461,36,0,1420,109
"Lesotho",2020-07-12,25,233,154,2,2,32,21
"Liberia",2020-07-12,25,998,165,47,10,423,46
"Libya",2020-07-12,25,1433,387,39,7,341,80
"Liechtenstein",2020-07-12,25,85,1,1,0,82,1
"Lithuania",2020-07-12,25,1864,33,62,0,1599,40
"Luxembourg",2020-07-12,25,4925,403,111,1,4086,70
"Macao",2020-07-12,25,46,0,0,0,45,0
"Madagascar",2020-07-12,25,4867,1926,35,3,2378,1270
"Malawi",2020-07-12,25,2364,751,38,21,557,240
"Malaysia",2020-07-12,25,8718,55,122,1,8518,54
"Maldives",2020-07-12,25,2731,263,13,2,2284,235
"Mali",2020-07-12,25,2411,81,121,2,1694,167
"Malta",2020-07-12,25,674,2,9,0,660,8
"Mauritania",2020-07-12,25,5355,476,147,17,2363,519
"Mauritius",2020-07-12,25,342,1,10,0,330,0
"Mexico",2020-07-12,25,299750,42902,35006,4367,234905,34991
"Moldova",2020-07-12,25,19382,1568,642,57,12667,1949
"Monaco",2020-07-12,25,109,1,4,0,97,2
"Mongolia",2020-07-12,25,230,10,0,0,203,15
"Montenegro",2020-07-12,25,1221,440,23,9,325,10
"Morocco",2020-07-12,25,15745,1530,250,15,12283,2558
"Mozambique",2020-07-12,25,1157,170,9,1,364,108
"MSZaandam",2020-07-12,25,9,0,2,0,0,0
"Namibia",2020-07-12,25,785,373,1,1,26,1
"Nepal",2020-07-12,25,16801,1017,38,4,8589,2042
"Netherlands",2020-07-12,25,51237,403,6156,10,193,6
"NewZealand",2020-07-12,25,1544,10,22,0,1497,7
"Nicaragua",2020-07-12,25,2846,327,91,8,1993,755
"Niger",2020-07-12,25,1099,11,68,0,992,27
"Nigeria",2020-07-12,25,32558,3847,740,95,13447,1782
"NorthMacedonia",2020-07-12,25,8111,1065,382,41,4203,1176
"Norway",2020-07-12,25,8981,51,252,1,8138,0
"Oman",2020-07-12,25,56015,9837,257,44,36098,8181
"Pakistan",2020-07-12,25,251625,19807,5266,504,161917,30268
"Panama",2020-07-12,25,45633,7484,909,162,23039,5053
"PapuaNewGuinea",2020-07-12,25,11,0,0,0,8,0
"Paraguay",2020-07-12,25,2948,521,22,2,1275,109
"Peru",2020-07-12,25,326326,23608,44528,3903,217111,23154
"Philippines",2020-07-12,25,56259,12005,1534,237,16046,4104
"Poland",2020-07-12,25,37891,1941,1571,54,27148,3402
"Portugal",2020-07-12,25,46512,2615,1660,46,30907,1890
"Qatar",2020-07-12,25,103598,3799,147,19,99743,7459
"RepublicofKorea",2020-07-12,25,13479,342,289,5,12204,356
"Romania",2020-07-12,25,32535,3562,1884,134,21545,1519
"Russia",2020-07-12,25,726036,45753,11318,1173,500208,50213
"Rwanda",2020-07-12,25,1337,232,4,1,684,117
"SaintKittsandNevis",2020-07-12,25,17,1,0,0,15,0
"SaintLucia",2020-07-12,25,22,0,0,0,19,0
"SaintVincentandtheGrenadines",2020-07-12,25,35,6,0,0,29,0
"SanMarino",2020-07-12,25,716,3,42,0,656,0
"SaoTomeandPrincipe",2020-07-12,25,729,9,14,1,286,18
"SaudiArabia",2020-07-12,25,232259,22750,2223,307,167138,21902
"Senegal",2020-07-12,25,8135,735,148,15,5446,576
"Serbia",2020-07-12,25,18360,2229,393,82,13876,609
"Seychelles",2020-07-12,25,100,19,0,0,11,0
"SierraLeone",2020-07-12,25,1635,93,63,1,1154,92
"Singapore",2020-07-12,25,45961,1161,26,0,42285,1844
"Slovakia",2020-07-12,25,1901,137,28,0,1493,27
"Slovenia",2020-07-12,25,1841,141,111,0,1469,85
"Somalia",2020-07-12,25,3059,62,93,1,1264,250
"SouthAfrica",2020-07-12,25,276242,79492,4079,880,134874,41559
"SouthSudan",2020-07-12,25,2021,0,38,0,333,0
"Spain",2020-07-12,25,253908,3363,28403,18,150376,0
"SriLanka",2020-07-12,25,2617,541,11,0,1981,78
"Sudan",2020-07-12,25,10250,483,650,42,5341,668
"Suriname",2020-07-12,25,741,147,18,4,495,203
"Sweden",2020-07-12,25,72879,2198,5526,106,0,0
"Switzerland",2020-07-12,25,32883,615,1813,3,29600,300
"Syria",2020-07-12,25,394,36,16,3,126,0
"Taiwan",2020-07-12,25,451,2,7,0,438,0
"Tajikistan",2020-07-12,25,6505,346,55,3,5228,370
"Tanzania",2020-07-12,25,509,0,21,0,183,0
"Thailand",2020-07-12,25,3217,27,58,0,3088,17
"TimorLeste",2020-07-12,25,24,0,0,0,24,0
"Togo",2020-07-12,25,720,40,15,0,513,66
"TrinidadandTobago",2020-07-12,25,133,0,8,0,120,5
"Tunisia",2020-07-12,25,1263,75,50,0,1076,28
"Turkey",2020-07-12,25,212993,7235,5363,138,194515,13835
"Uganda",2020-07-12,25,1025,86,0,0,972,81
"Ukraine",2020-07-12,25,54647,5179,1400,135,26971,4840
"UnitedArabEmirates",2020-07-12,25,54854,3314,333,10,45140,4843
"UnitedKingdom",2020-07-12,25,291154,4223,40930,213,1378,3
"Uruguay",2020-07-12,25,987,31,31,3,896,47
"US",2020-07-12,25,3314493,412090,135531,5428,1006326,99563
"Uzbekistan",2020-07-12,25,12997,2977,60,26,7852,1268
"Venezuela",2020-07-12,25,9465,2296,89,24,2671,571
"Vietnam",2020-07-12,25,372,17,0,0,350,10
"WestBankandGaza",2020-07-12,25,6230,1953,36,20,942,451
"Yemen",2020-07-12,25,1465,200,417,79,659,107
"Zambia",2020-07-12,25,1895,263,42,12,1412,64
"Zimbabwe",2020-07-12,25,985,269,18,10,328,147
"Afghanistan",2020-07-19,26,35561,1024,1185,171,23634,2418
"Albania",2020-07-19,26,4090,636,112,19,2311,365
"Algeria",2020-07-19,26,23084,3889,1078,67,16051,2308
"Andorra",2020-07-19,26,880,25,52,0,803,0
"Angola",2020-07-19,26,705,199,29,3,221,103
"AntiguaandBarbuda",2020-07-19,26,76,2,3,0,57,0
"Argentina",2020-07-19,26,126755,26589,2260,415,54105,11411
"Armenia",2020-07-19,26,34877,2908,641,76,23294,3661
"Australia",2020-07-19,26,12069,2089,123,15,8395,626
"Austria",2020-07-19,26,19655,758,711,3,17599,647
"Azerbaijan",2020-07-19,26,27521,3480,354,48,18967,3874
"Bahamas",2020-07-19,26,153,42,11,0,91,2
"Bahrain",2020-07-19,26,36422,3481,126,18,32372,3947
"Bangladesh",2020-07-19,26,204525,20730,2618,266,111642,18028
"Barbados",2020-07-19,26,105,2,7,0,91,1
"Belarus",2020-07-19,26,66095,1163,499,35,58204,2824
"Belgium",2020-07-19,26,63706,999,9800,18,17289,93
"Belize",2020-07-19,26,40,3,2,0,22,2
"Benin",2020-07-19,26,1602,224,31,5,782,225
"Bhutan",2020-07-19,26,89,5,0,0,82,6
"Bolivia",2020-07-19,26,59582,11395,2151,344,18553,3710
"BosniaandHerzegovina",2020-07-19,26,8340,1463,249,28,3669,554
"Botswana",2020-07-19,26,522,123,1,0,48,10
"Brazil",2020-07-19,26,2101399,233423,79578,7383,1459072,194229
"Brunei",2020-07-19,26,141,0,3,0,138,0
"Bulgaria",2020-07-19,26,8733,1481,300,32,4106,787
"BurkinaFaso",2020-07-19,26,1052,16,53,0,901,32
"Burma",2020-07-19,26,341,10,6,0,276,15
"Burundi",2020-07-19,26,310,119,1,0,207,89
"Cambodia",2020-07-19,26,171,15,0,0,136,3
"Cameroon",2020-07-19,26,16157,984,373,14,13728,1800
"Canada",2020-07-19,26,112231,2939,8943,56,98564,25610
"CapeVerde",2020-07-19,26,2045,422,21,2,973,225
"CentralAfricanRepublic",2020-07-19,26,4485,197,55,2,1348,203
"Chad",2020-07-19,26,889,9,75,0,801,11
"Chile",2020-07-19,26,330930,15889,8503,1524,301794,17892
"China",2020-07-19,26,83680,78,4634,0,78797,149
"Colombia",2020-07-19,26,197278,46833,6736,1429,91793,30607
"Comoros",2020-07-19,26,334,17,7,0,313,17
"Congo",2020-07-19,26,2633,605,49,2,626,37
"CostaRica",2020-07-19,26,11114,3518,62,32,2966,727
"CotedIvoire",2020-07-19,26,14119,1353,92,8,8366,1712
"Croatia",2020-07-19,26,4345,623,120,1,3018,532
"Cuba",2020-07-19,26,2446,20,87,0,2308,50
"Cyprus",2020-07-19,26,1037,23,19,0,845,6
"Czechia",2020-07-19,26,13945,771,359,7,8761,514
"DemocraticRepublicoftheCongo",2020-07-19,26,8403,370,194,5,4335,720
"Denmark",2020-07-19,26,13377,230,611,2,12410,132
"DiamondPrincess",2020-07-19,26,712,0,13,0,651,0
"Djibouti",2020-07-19,26,5011,39,56,0,4838,126
"Dominica",2020-07-19,26,18,0,0,0,18,0
"DominicanRepublic",2020-07-19,26,52855,8323,981,84,25094,3635
"Ecuador",2020-07-19,26,74013,6143,5313,266,31901,1618
"Egypt",2020-07-19,26,87775,5705,4302,444,28380,3961
"ElSalvador",2020-07-19,26,11846,2172,335,75,6705,1071
"EquatorialGuinea",2020-07-19,26,3071,0,51,0,842,0
"Eritrea",2020-07-19,26,251,19,0,0,155,48
"Estonia",2020-07-19,26,2021,7,69,0,1912,17
"Eswatini",2020-07-19,26,1793,442,21,1,822,154
"Ethiopia",2020-07-19,26,9503,1943,167,40,2430,0
"Fiji",2020-07-19,26,27,1,0,0,18,0
"Finland",2020-07-19,26,7335,41,328,-1,6880,80
"France",2020-07-19,26,214178,3776,30158,146,79371,858
"Gabon",2020-07-19,26,6315,373,46,0,3865,861
"Gambia",2020-07-19,26,93,29,4,1,49,15
"Georgia",2020-07-19,26,1028,42,15,0,899,42
"Germany",2020-07-19,26,202735,2816,9092,21,187400,2986
"Ghana",2020-07-19,26,27667,3149,148,9,23249,3062
"Greece",2020-07-19,26,4007,204,194,1,1374,0
"Grenada",2020-07-19,26,23,0,0,0,23,0
"Guatemala",2020-07-19,26,38677,9322,1485,266,23365,19151
"Guinea",2020-07-19,26,6544,403,39,2,5511,649
"GuineaBissau",2020-07-19,26,1949,107,26,0,803,30
"Guyana",2020-07-19,26,336,39,19,2,163,9
"Haiti",2020-07-19,26,6975,358,146,11,3877,953
"HolySee",2020-07-19,26,12,0,0,0,12,0
"Honduras",2020-07-19,26,33835,5745,900,126,3801,844
"HongKong",2020-07-19,26,1777,308,12,5,1294,80
"Hungary",2020-07-19,26,4333,99,596,1,3223,187
"Iceland",2020-07-19,26,1839,6,10,0,1815,15
"India",2020-07-19,26,1118206,239952,27497,4323,700087,146616
"Indonesia",2020-07-19,26,86521,10822,4143,537,45401,9763
"Iran",2020-07-19,26,273788,16485,14188,1359,237788,17795
"Iraq",2020-07-19,26,92530,15024,3781,631,60528,15804
"Ireland",2020-07-19,26,25760,132,1753,7,23364,0
"Israel",2020-07-19,26,50547,11209,436,56,21853,2968
"Italy",2020-07-19,26,244434,1373,35045,91,196949,2021
"Jamaica",2020-07-19,26,790,32,10,0,693,73
"Japan",2020-07-19,26,25262,3435,986,3,19211,1366
"Jordan",2020-07-19,26,1218,39,11,1,1024,27
"Kazakhstan",2020-07-19,26,71838,13585,585,210,43029,9215
"Kenya",2020-07-19,26,13353,3248,234,49,5122,2241
"Kosovo",2020-07-19,26,5735,1020,135,34,2968,741
"Kuwait",2020-07-19,26,59204,4310,408,18,49687,5077
"Kyrgyzstan",2020-07-19,26,27143,16026,1037,890,13109,9649
"Laos",2020-07-19,26,19,0,0,0,19,0
"Latvia",2020-07-19,26,1192,19,31,1,1022,3
"Lebanon",2020-07-19,26,2859,525,40,4,1515,95
"Lesotho",2020-07-19,26,359,126,6,4,69,37
"Liberia",2020-07-19,26,1088,90,70,23,534,111
"Libya",2020-07-19,26,1866,433,48,9,418,77
"Liechtenstein",2020-07-19,26,87,2,1,0,83,1
"Lithuania",2020-07-19,26,1928,64,63,1,1620,21
"Luxembourg",2020-07-19,26,5605,680,111,0,4333,247
"Macao",2020-07-19,26,46,0,0,0,46,1
"Madagascar",2020-07-19,26,7049,2182,59,24,3498,1120
"Malawi",2020-07-19,26,2907,543,59,21,1135,578
"Malaysia",2020-07-19,26,8779,61,123,1,8552,34
"Maldives",2020-07-19,26,2966,235,15,2,2362,78
"Mali",2020-07-19,26,2475,64,121,0,1828,134
"Malta",2020-07-19,26,677,3,9,0,662,2
"Mauritania",2020-07-19,26,5873,518,155,8,3436,1073
"Mauritius",2020-07-19,26,343,1,10,0,331,1
"Mexico",2020-07-19,26,344224,44474,39184,4178,254941,20036
"Moldova",2020-07-19,26,20980,1598,684,42,14376,1709
"Monaco",2020-07-19,26,109,0,4,0,98,1
"Mongolia",2020-07-19,26,287,57,0,0,213,10
"Montenegro",2020-07-19,26,2188,967,32,9,385,60
"Morocco",2020-07-19,26,17236,1491,273,23,14921,2638
"Mozambique",2020-07-19,26,1491,334,10,1,472,108
"MSZaandam",2020-07-19,26,9,0,2,0,0,0
"Namibia",2020-07-19,26,1247,462,3,2,35,9
"Nepal",2020-07-19,26,17658,857,40,2,11695,3106
"Netherlands",2020-07-19,26,51955,718,6155,-1,194,1
"NewZealand",2020-07-19,26,1554,10,22,0,1506,9
"Nicaragua",2020-07-19,26,3147,301,99,8,2282,289
"Niger",2020-07-19,26,1104,5,69,1,1014,22
"Nigeria",2020-07-19,26,36663,4105,789,49,15105,1658
"NorthMacedonia",2020-07-19,26,9153,1042,422,40,4810,607
"Norway",2020-07-19,26,9028,47,255,3,8138,0
"Oman",2020-07-19,26,66661,10646,318,61,44004,7906
"Pakistan",2020-07-19,26,265083,13458,5599,333,205929,44012
"Panama",2020-07-19,26,53468,7835,1096,187,28482,5443
"PapuaNewGuinea",2020-07-19,26,16,5,0,0,8,0
"Paraguay",2020-07-19,26,3721,773,31,9,1918,643
"Peru",2020-07-19,26,353590,27264,49429,4901,241955,24844
"Philippines",2020-07-19,26,67456,11197,1831,297,22465,6419
"Poland",2020-07-19,26,40104,2213,1624,53,30292,3144
"Portugal",2020-07-19,26,48636,2124,1689,29,33369,2462
"Qatar",2020-07-19,26,106648,3050,157,10,103377,3634
"RepublicofKorea",2020-07-19,26,13771,292,296,7,12572,368
"Romania",2020-07-19,26,37458,4923,2026,142,22617,1072
"Russia",2020-07-19,26,770311,44275,12323,1005,549387,49179
"Rwanda",2020-07-19,26,1582,245,5,1,834,150
"SaintKittsandNevis",2020-07-19,26,17,0,0,0,15,0
"SaintLucia",2020-07-19,26,23,1,0,0,19,0
"SaintVincentandtheGrenadines",2020-07-19,26,44,9,0,0,29,0
"SanMarino",2020-07-19,26,716,0,42,0,656,0
"SaoTomeandPrincipe",2020-07-19,26,746,17,14,0,451,165
"SaudiArabia",2020-07-19,26,250920,18661,2486,263,197735,30597
"Senegal",2020-07-19,26,8810,675,167,19,5948,502
"Serbia",2020-07-19,26,20894,2534,472,79,15564,1688
"Seychelles",2020-07-19,26,108,8,0,0,27,16
"SierraLeone",2020-07-19,26,1711,76,65,2,1237,83
"Singapore",2020-07-19,26,47912,1951,27,1,44086,1801
"Slovakia",2020-07-19,26,1979,78,28,0,1530,37
"Slovenia",2020-07-19,26,1946,105,112,1,1568,99
"Somalia",2020-07-19,26,3119,60,93,0,1457,193
"SouthAfrica",2020-07-19,26,364328,88086,5033,954,191059,56185
"SouthSudan",2020-07-19,26,2200,179,43,5,1175,842
"Spain",2020-07-19,26,260255,6347,28420,17,150376,0
"SriLanka",2020-07-19,26,2724,107,11,0,2035,54
"Sudan",2020-07-19,26,10762,512,693,43,5707,366
"Suriname",2020-07-19,26,1029,288,21,3,627,132
"Sweden",2020-07-19,26,74545,1666,5619,93,0,0
"Switzerland",2020-07-19,26,33591,708,1815,2,30300,700
"Syria",2020-07-19,26,496,102,25,9,144,18
"Taiwan",2020-07-19,26,451,0,7,0,440,2
"Tajikistan",2020-07-19,26,6834,329,57,2,5578,350
"Tanzania",2020-07-19,26,509,0,21,0,183,0
"Thailand",2020-07-19,26,3249,32,58,0,3096,8
"TimorLeste",2020-07-19,26,24,0,0,0,24,0
"Togo",2020-07-19,26,778,58,15,0,551,38
"TrinidadandTobago",2020-07-19,26,137,4,8,0,124,4
"Tunisia",2020-07-19,26,1374,111,50,0,1097,21
"Turkey",2020-07-19,26,219641,6648,5491,128,202010,7495
"Uganda",2020-07-19,26,1065,40,0,0,1023,51
"Ukraine",2020-07-19,26,60077,5430,1504,104,31836,4865
"UnitedArabEmirates",2020-07-19,26,56922,2068,339,6,49269,4129
"UnitedKingdom",2020-07-19,26,296358,5204,41080,150,1413,35
"Uruguay",2020-07-19,26,1054,67,33,2,922,26
"US",2020-07-19,26,3779993,465500,141061,5530,1131121,124795
"Uzbekistan",2020-07-19,26,16752,3755,87,27,9279,1427
"Venezuela",2020-07-19,26,11891,2426,112,23,3972,1301
"Vietnam",2020-07-19,26,383,11,0,0,357,7
"WestBankandGaza",2020-07-19,26,8549,2319,62,26,1921,979
"Yemen",2020-07-19,26,1606,141,445,28,712,53
"Zambia",2020-07-19,26,2980,1085,120,78,1462,50
"Zimbabwe",2020-07-19,26,1611,626,25,7,472,144
"Afghanistan",2020-07-26,27,36243,682,1263,78,25180,1546
"Albania",2020-07-26,27,4763,673,138,26,2682,371
"Algeria",2020-07-26,27,27357,4273,1155,77,18088,2037
"Andorra",2020-07-26,27,897,17,52,0,803,0
"Angola",2020-07-26,27,932,227,40,11,242,21
"AntiguaandBarbuda",2020-07-26,27,82,6,3,0,60,3
"Argentina",2020-07-26,27,162526,35771,2939,679,70518,16413
"Armenia",2020-07-26,27,37317,2440,705,64,26478,3184
"Australia",2020-07-26,27,14935,2866,161,38,9174,779
"Austria",2020-07-26,27,20472,817,712,1,18209,610
"Azerbaijan",2020-07-26,27,30050,2529,417,63,22684,3717
"Bahamas",2020-07-26,27,342,189,11,0,91,0
"Bahrain",2020-07-26,27,39131,2709,140,14,35689,3317
"Bangladesh",2020-07-26,27,223453,18928,2928,310,123882,12240
"Barbados",2020-07-26,27,110,5,7,0,94,3
"Belarus",2020-07-26,27,67132,1037,534,35,60425,2221
"Belgium",2020-07-26,27,66026,2320,9821,21,17438,149
"Belize",2020-07-26,27,48,8,2,0,26,4
"Benin",2020-07-26,27,1770,168,35,4,1036,254
"Bhutan",2020-07-26,27,95,6,0,0,85,3
"Bolivia",2020-07-26,27,69429,9847,2583,432,21169,2616
"BosniaandHerzegovina",2020-07-26,27,9767,1427,280,31,4555,886
"Botswana",2020-07-26,27,686,164,1,0,52,4
"Brazil",2020-07-26,27,2421666,320267,87117,7539,1812913,353841
"Brunei",2020-07-26,27,141,0,3,0,138,0
"Bulgaria",2020-07-26,27,10427,1694,340,40,5355,1249
"BurkinaFaso",2020-07-26,27,1086,34,53,0,920,19
"Burma",2020-07-26,27,350,9,6,0,290,14
"Burundi",2020-07-26,27,361,51,1,0,279,72
"Cambodia",2020-07-26,27,225,54,0,0,143,7
"Cameroon",2020-07-26,27,16708,551,385,12,14539,811
"Canada",2020-07-26,27,115851,3620,8978,35,100969,2405
"CapeVerde",2020-07-26,27,2307,262,22,1,1447,474
"CentralAfricanRepublic",2020-07-26,27,4599,114,59,4,1546,198
"Chad",2020-07-26,27,915,26,75,0,810,9
"Chile",2020-07-26,27,345790,14860,9112,609,318095,16301
"China",2020-07-26,27,83891,211,4634,0,78918,121
"Colombia",2020-07-26,27,248976,51698,8525,1789,125037,33244
"Comoros",2020-07-26,27,354,20,7,0,328,15
"Congo",2020-07-26,27,3038,405,51,2,756,130
"CostaRica",2020-07-26,27,15229,4115,104,42,3736,770
"CotedIvoire",2020-07-26,27,15596,1477,96,4,10178,1812
"Croatia",2020-07-26,27,4857,512,136,16,3866,848
"Cuba",2020-07-26,27,2495,49,87,0,2349,41
"Cyprus",2020-07-26,27,1053,16,19,0,852,7
"Czechia",2020-07-26,27,15324,1379,371,12,11428,2667
"DemocraticRepublicoftheCongo",2020-07-26,27,8831,428,204,10,5510,1175
"Denmark",2020-07-26,27,13665,288,613,2,12541,131
"DiamondPrincess",2020-07-26,27,712,0,13,0,651,0
"Djibouti",2020-07-26,27,5050,39,58,2,4966,128
"Dominica",2020-07-26,27,18,0,0,0,18,0
"DominicanRepublic",2020-07-26,27,62908,10053,1063,82,28603,3509
"Ecuador",2020-07-26,27,80694,6681,5515,202,34896,2995
"Egypt",2020-07-26,27,92062,4287,4606,304,33831,5451
"ElSalvador",2020-07-26,27,14630,2784,400,65,7648,943
"EquatorialGuinea",2020-07-26,27,3071,0,51,0,842,0
"Eritrea",2020-07-26,27,263,12,0,0,189,34
"Estonia",2020-07-26,27,2034,13,69,0,1922,10
"Eswatini",2020-07-26,27,2207,414,32,11,986,164
"Ethiopia",2020-07-26,27,13968,4465,223,56,6216,3786
"Fiji",2020-07-26,27,27,0,0,0,18,0
"Finland",2020-07-26,27,7393,58,329,1,6920,40
"France",2020-07-26,27,220020,5842,30196,38,80945,1574
"Gabon",2020-07-26,27,6984,669,49,3,4463,598
"Gambia",2020-07-26,27,277,184,6,2,60,11
"Georgia",2020-07-26,27,1131,103,16,1,920,21
"Germany",2020-07-26,27,206667,3932,9124,32,190055,2655
"Ghana",2020-07-26,27,32969,5302,168,20,29494,6245
"Greece",2020-07-26,27,4193,186,202,8,1374,0
"Grenada",2020-07-26,27,23,0,0,0,23,0
"Guatemala",2020-07-26,27,45053,6376,1734,249,31612,8247
"Guinea",2020-07-26,27,7008,464,43,4,6152,641
"GuineaBissau",2020-07-26,27,1954,5,26,0,803,0
"Guyana",2020-07-26,27,370,34,20,1,181,18
"Haiti",2020-07-26,27,7260,285,156,10,4365,488
"HolySee",2020-07-26,27,12,0,0,0,12,0
"Honduras",2020-07-26,27,39276,5441,1116,216,4922,1121
"HongKong",2020-07-26,27,2633,856,18,6,1495,201
"Hungary",2020-07-26,27,4435,102,596,0,3329,106
"Iceland",2020-07-26,27,1847,8,10,0,1823,8
"India",2020-07-26,27,1435616,317410,32771,5274,917568,217481
"Indonesia",2020-07-26,27,98778,12257,4781,638,56655,11254
"Iran",2020-07-26,27,291172,17384,15700,1512,253213,15425
"Iraq",2020-07-26,27,110032,17502,4362,581,75217,14689
"Ireland",2020-07-26,27,25881,121,1764,11,23364,0
"Israel",2020-07-26,27,62458,11911,505,69,39100,17247
"Italy",2020-07-26,27,246118,1684,35107,62,198446,1497
"Jamaica",2020-07-26,27,842,52,10,0,714,21
"Japan",2020-07-26,27,30507,5245,998,12,21606,2395
"Jordan",2020-07-26,27,1168,-50,11,0,1041,17
"Kazakhstan",2020-07-26,27,83122,11284,585,0,52571,9542
"Kenya",2020-07-26,27,17603,4250,280,46,7743,2621
"Kosovo",2020-07-26,27,7137,1402,177,42,3874,906
"Kuwait",2020-07-26,27,63773,4569,433,25,54373,4686
"Kyrgyzstan",2020-07-26,27,32813,5670,1277,240,20388,7279
"Laos",2020-07-26,27,20,1,0,0,19,0
"Latvia",2020-07-26,27,1219,27,31,0,1045,23
"Lebanon",2020-07-26,27,3750,891,51,11,1692,177
"Lesotho",2020-07-26,27,505,146,12,6,128,59
"Liberia",2020-07-26,27,1135,47,71,1,641,107
"Libya",2020-07-26,27,2669,803,60,12,553,135
"Liechtenstein",2020-07-26,27,87,0,1,0,81,-2
"Lithuania",2020-07-26,27,2003,75,63,0,1634,14
"Luxembourg",2020-07-26,27,6272,667,112,1,4647,314
"Macao",2020-07-26,27,46,0,0,0,46,0
"Madagascar",2020-07-26,27,9295,2246,85,26,5579,2081
"Malawi",2020-07-26,27,3640,733,99,40,1639,504
"Malaysia",2020-07-26,27,8897,118,124,1,8599,47
"Maldives",2020-07-26,27,3302,336,15,0,2528,166
"Mali",2020-07-26,27,2510,35,123,2,1911,83
"Malta",2020-07-26,27,700,23,9,0,665,3
"Mauritania",2020-07-26,27,6171,298,156,1,4430,994
"Mauritius",2020-07-26,27,344,1,10,0,332,1
"Mexico",2020-07-26,27,390516,46292,43680,4496,295222,40281
"Moldova",2020-07-26,27,23034,2054,735,51,15909,1533
"Monaco",2020-07-26,27,116,7,4,0,104,6
"Mongolia",2020-07-26,27,288,1,0,0,218,5
