"Country","date","update","cases","new_cases","deaths","new_deaths","recovered","new_recovered"
"Ireland",2020-09-30,9,36155,7344,1804,27,23364,0
"Israel",2020-09-30,9,247411,130505,1604,651,177829,83460
"Italy",2020-09-30,9,314861,45647,35894,411,227704,20051
"Jamaica",2020-09-30,9,6482,4023,107,86,1867,977
"Japan",2020-09-30,9,83579,15194,1575,275,75522,19184
"Jordan",2020-09-30,9,11825,9791,61,46,4626,3118
"Kazakhstan",2020-09-30,9,140707,10034,2075,197,129902,28349
"Kenya",2020-09-30,9,38529,4328,711,134,24908,5015
"Kosovo",2020-09-30,9,15620,2166,625,100,13554,3959
"Kuwait",2020-09-30,9,105182,20073,610,79,96688,19464
"Kyrgyzstan",2020-09-30,9,46669,2771,1064,6,42879,4420
"Laos",2020-09-30,9,23,1,0,0,22,1
"Latvia",2020-09-30,9,1824,428,37,3,1307,144
"Lebanon",2020-09-30,9,39634,22326,367,200,17565,12754
"Lesotho",2020-09-30,9,1595,510,36,5,873,345
"Liberia",2020-09-30,9,1339,36,82,0,1221,349
"Libya",2020-09-30,9,34525,20559,551,314,19361,17902
"Liechtenstein",2020-09-30,9,120,12,1,0,113,16
"Lithuania",2020-09-30,9,4688,1788,77,8,2845,881
"Luxembourg",2020-09-30,9,8509,1884,124,0,7174,1190
"Macao",2020-09-30,9,46,0,0,0,46,0
"Madagascar",2020-09-30,9,16408,1545,230,38,15301,1469
"Malawi",2020-09-30,9,5773,207,179,4,4263,1103
"Malaysia",2020-09-30,9,11224,1884,136,9,9966,913
"Maldives",2020-09-30,9,10291,2487,34,6,9108,3953
"Mali",2020-09-30,9,3118,342,131,5,2453,284
"Malta",2020-09-30,9,3058,1175,35,23,2562,1162
"Mauritania",2020-09-30,9,7502,454,161,2,7120,656
"Mauritius",2020-09-30,9,381,25,10,0,344,9
"Mexico",2020-09-30,9,743216,143656,77646,13232,628007,131785
"Moldova",2020-09-30,9,53042,16122,1320,325,38997,13125
"Monaco",2020-09-30,9,218,64,2,-2,181,65
"Mongolia",2020-09-30,9,313,9,0,0,307,12
"Montenegro",2020-09-30,9,10772,5937,169,69,7192,3171
"Morocco",2020-09-30,9,123653,61063,2194,1053,102715,55120
"Mozambique",2020-09-30,9,8728,4812,61,38,5232,3062
"MSZaandam",2020-09-30,9,9,0,2,0,0,0
"Namibia",2020-09-30,9,11265,3715,121,46,9014,5687
"Nepal",2020-09-30,9,77817,38357,498,270,56428,35018
"Netherlands",2020-09-30,9,125988,52756,6457,205,4019,3009
"NewZealand",2020-09-30,9,1848,96,25,3,1770,172
"Nicaragua",2020-09-30,9,5170,676,151,14,2913,0
"Niger",2020-09-30,9,1197,21,69,0,1114,26
"Nigeria",2020-09-30,9,58848,4840,1112,99,50358,8720
"NorthMacedonia",2020-09-30,9,17977,3636,739,136,14959,3802
"Norway",2020-09-30,9,14027,3245,274,10,11190,1842
"Oman",2020-09-30,9,98585,12863,935,250,88528,7718
"Pakistan",2020-09-30,9,312806,16957,6484,190,297497,16815
"Panama",2020-09-30,9,112595,19613,2372,370,89061,22888
"PapuaNewGuinea",2020-09-30,9,534,75,7,2,516,284
"Paraguay",2020-09-30,9,40758,23096,857,531,24449,15028
"Peru",2020-09-30,9,811768,164602,82135,8523,676925,221468
"Philippines",2020-09-30,9,311694,90875,5504,1946,253488,95926
"Poland",2020-09-30,9,91514,24142,2513,474,69695,23057
"Portugal",2020-09-30,9,75542,17530,1971,149,48530,6569
"Qatar",2020-09-30,9,125760,6982,214,17,122699,7032
"RepublicofKorea",2020-09-30,9,23889,3707,415,91,21666,6468
"Romania",2020-09-30,9,127572,40032,4825,1204,102476,64607
"Russia",2020-09-30,9,1170799,178397,20630,3502,954788,147449
"Rwanda",2020-09-30,9,4840,777,29,13,3154,1141
"SaintKittsandNevis",2020-09-30,9,19,2,0,0,17,0
"SaintLucia",2020-09-30,9,27,1,0,0,27,2
"SaintVincentandtheGrenadines",2020-09-30,9,64,4,0,0,64,7
"SanMarino",2020-09-30,9,749,14,42,0,680,20
"SaoTomeandPrincipe",2020-09-30,9,911,15,15,0,886,35
"SaudiArabia",2020-09-30,9,334605,18833,4768,871,319154,28358
"Senegal",2020-09-30,9,14982,1371,311,27,12437,2998
"Serbia",2020-09-30,9,33551,2145,749,36,0,0
"Seychelles",2020-09-30,9,141,10,0,0,140,13
"SierraLeone",2020-09-30,9,2231,209,72,2,1687,93
"Singapore",2020-09-30,9,57765,953,27,0,57488,1830
"Slovakia",2020-09-30,9,10141,6224,48,15,4395,2018
"Slovenia",2020-09-30,9,5690,2807,150,17,3804,1508
"Somalia",2020-09-30,9,3588,278,99,1,2946,465
"SouthAfrica",2020-09-30,9,674339,47298,16734,2585,608112,67189
"SouthSudan",2020-09-30,9,2704,177,49,2,1290,0
"Spain",2020-09-30,9,769188,306330,31791,2697,150376,0
"SriLanka",2020-09-30,9,3380,331,13,1,3230,362
"Sudan",2020-09-30,9,13646,457,836,13,6764,152
"Suriname",2020-09-30,9,4877,843,104,33,4695,1555
"Sweden",2020-09-30,9,92863,8484,5893,72,0,0
"Switzerland",2020-09-30,9,53282,11105,1908,60,42700,6600
"Syria",2020-09-30,9,4200,1435,200,88,1103,474
"Taiwan",2020-09-30,9,514,26,7,0,483,21
"Tajikistan",2020-09-30,9,9726,1176,75,7,8572,1196
"Tanzania",2020-09-30,9,509,0,21,0,183,0
"Thailand",2020-09-30,9,3569,157,59,1,3379,127
"TimorLeste",2020-09-30,9,28,1,0,0,28,3
"Togo",2020-09-30,9,1784,384,48,20,1348,343
"TrinidadandTobago",2020-09-30,9,4531,2772,76,54,2560,1884
"Tunisia",2020-09-30,9,18413,14610,265,188,5032,3459
"Turkey",2020-09-30,9,318663,48530,8195,1825,279749,34823
"Uganda",2020-09-30,9,8129,5157,75,43,4260,2972
"Ukraine",2020-09-30,9,214446,90314,4221,1616,95829,36667
"UnitedArabEmirates",2020-09-30,9,94190,23959,419,35,83724,22793
"UnitedKingdom",2020-09-30,9,455848,117765,42233,644,2375,693
"Uruguay",2020-09-30,9,2046,451,48,4,1791,382
"US",2020-09-30,9,7234443,1208918,206880,23497,2840688,655863
"Uzbekistan",2020-09-30,9,56717,14824,470,150,53366,14091
"Venezuela",2020-09-30,9,75122,28394,628,242,65225,27113
"Vietnam",2020-09-30,9,1094,50,35,1,1010,303
"WestBankandGaza",2020-09-30,9,39899,17170,311,159,31743,16687
"Yemen",2020-09-30,9,2034,76,587,21,1286,155
"Zambia",2020-09-30,9,14759,2662,332,44,13959,2490
"Zimbabwe",2020-09-30,9,7838,1341,228,26,6303,1082
"Afghanistan",2020-10-31,10,41334,1980,1533,71,34321,1532
"Albania",2020-10-31,10,20875,7226,509,122,11189,3342
"Algeria",2020-10-31,10,57942,6412,1964,228,40201,4027
"Andorra",2020-10-31,10,4756,2706,75,22,3475,2043
"Angola",2020-10-31,10,10805,5833,284,101,4523,2582
"AntiguaandBarbuda",2020-10-31,10,128,27,3,0,117,25
"Argentina",2020-10-31,10,1166924,415923,31002,14065,973939,379294
"Armenia",2020-10-31,10,89813,39454,1341,382,55317,11316
"Australia",2020-10-31,10,27595,499,907,19,22188,533
"Austria",2020-10-31,10,104925,60112,1109,310,67226,31582
"Azerbaijan",2020-10-31,10,55269,15040,730,139,43543,5589
"Bahamas",2020-10-31,10,6714,2591,144,48,4422,2216
"Bahrain",2020-10-31,10,81645,10781,321,70,78719,13881
"Bangladesh",2020-10-31,10,407684,44205,5923,672,324145,48658
"Barbados",2020-10-31,10,237,47,7,0,221,42
"Belarus",2020-10-31,10,98482,19851,980,147,86663,12138
"Belgium",2020-10-31,10,429229,310777,11625,1609,25569,6115
"Belize",2020-10-31,10,3487,1495,59,32,2160,914
"Benin",2020-10-31,10,2643,286,41,0,2418,445
"Bhutan",2020-10-31,10,349,67,0,0,324,102
"Bolivia",2020-10-31,10,141757,6446,8725,760,111503,15974
"BosniaandHerzegovina",2020-10-31,10,50090,22621,1234,378,28083,7467
"Botswana",2020-10-31,10,6642,3470,24,8,4676,3966
"Brazil",2020-10-31,10,5537763,720398,159972,15894,5005161,730387
"Brunei",2020-10-31,10,148,2,3,0,143,1
"Bulgaria",2020-10-31,10,52844,32011,1279,454,20045,5411
"BurkinaFaso",2020-10-31,10,2500,444,67,9,2250,915
"Burma",2020-10-31,10,52706,39333,1237,927,32774,29019
"Burundi",2020-10-31,10,585,77,1,0,511,39
"Cambodia",2020-10-31,10,291,14,0,0,283,8
"Cameroon",2020-10-31,10,21793,955,426,8,20117,677
"Canada",2020-10-31,10,238191,75455,10276,885,198952,61771
"CapeVerde",2020-10-31,10,8793,2769,95,35,7981,2704
"CentralAfricanRepublic",2020-10-31,10,4866,37,62,0,1924,10
"Chad",2020-10-31,10,1483,283,98,13,1314,307
"Chile",2020-10-31,10,510256,47265,14207,1466,486642,50053
"China",2020-10-31,10,85997,585,4634,0,81000,413
"Colombia",2020-10-31,10,1074184,244505,31314,5316,969230,225577
"Comoros",2020-10-31,10,545,66,7,0,498,34
"Congo",2020-10-31,10,5290,201,92,3,3887,0
"CostaRica",2020-10-31,10,109971,34211,1385,481,66719,28878
"CotedIvoire",2020-10-31,10,20716,992,126,6,20365,1074
"Croatia",2020-10-31,10,49316,32723,546,266,32818,17761
"Cuba",2020-10-31,10,6887,1290,128,6,6245,1352
"Cyprus",2020-10-31,10,4217,2474,25,3,1882,513
"Czechia",2020-10-31,10,335102,264339,3251,2596,143359,109916
"DemocraticRepublicoftheCongo",2020-10-31,10,11306,647,307,35,10585,446
"Denmark",2020-10-31,10,46863,18384,721,71,35020,13823
"DiamondPrincess",2020-10-31,10,712,0,13,0,659,8
"Djibouti",2020-10-31,10,5561,145,61,0,5441,97
"Dominica",2020-10-31,10,50,20,0,0,33,9
"DominicanRepublic",2020-10-31,10,127018,14809,2245,140,104862,17233
"Ecuador",2020-10-31,10,168192,31145,12670,1315,141759,29463
"Egypt",2020-10-31,10,107555,4357,6266,336,99452,2958
"ElSalvador",2020-10-31,10,33826,4749,975,132,29186,5373
"EquatorialGuinea",2020-10-31,10,5088,58,83,0,4965,196
"Eritrea",2020-10-31,10,463,88,0,0,412,71
"Estonia",2020-10-31,10,4905,1534,73,9,3811,1206
"Eswatini",2020-10-31,10,5917,435,117,8,5646,734
"Ethiopia",2020-10-31,10,96169,20801,1469,271,52517,21313
"Fiji",2020-10-31,10,34,2,2,0,31,3
"Finland",2020-10-31,10,16113,6121,358,14,11300,3200
"France",2020-10-31,10,1414396,808503,36827,4849,123095,24463
"Gabon",2020-10-31,10,8968,202,55,1,8698,693
"Gambia",2020-10-31,10,3672,93,119,7,3196,1035
"Georgia",2020-10-31,10,38936,32744,307,268,22691,19571
"Germany",2020-10-31,10,531790,238877,10483,988,356410,99549
"Ghana",2020-10-31,10,48055,1429,320,19,47169,1412
"Greece",2020-10-31,10,39251,20776,626,235,23074,11388
"Grenada",2020-10-31,10,28,4,0,0,24,0
"Guatemala",2020-10-31,10,107939,16193,3729,483,97289,17033
"Guinea",2020-10-31,10,12072,1420,72,6,10550,554
"GuineaBissau",2020-10-31,10,2413,89,41,2,1818,269
"Guyana",2020-10-31,10,4162,1268,124,44,3228,1548
"Haiti",2020-10-31,10,9054,314,232,5,7429,600
"HolySee",2020-10-31,10,27,15,0,0,15,3
"Honduras",2020-10-31,10,96888,19988,2669,316,40129,12207
"HongKong",2020-10-31,10,5323,236,105,0,5089,262
"Hungary",2020-10-31,10,75321,48860,1750,985,19032,13142
"Iceland",2020-10-31,10,4865,2137,12,2,3873,1706
"India",2020-10-31,10,8184082,1871498,122111,23433,7491513,2218312
"Indonesia",2020-10-31,10,410088,123080,13869,3129,337801,122854
"Iran",2020-10-31,10,612772,155553,34864,8695,481930,100974
"Iraq",2020-10-31,10,472630,109649,10910,1729,399655,107458
"Ireland",2020-10-31,10,61456,25301,1913,109,23364,0
"Israel",2020-10-31,10,314349,66938,2561,957,299869,122040
"Italy",2020-10-31,10,679430,364569,38618,2724,289426,61722
"Jamaica",2020-10-31,10,9094,2612,206,99,4510,2643
"Japan",2020-10-31,10,101323,17744,1770,195,89765,14243
"Jordan",2020-10-31,10,72607,60782,829,768,7600,2974
"Kazakhstan",2020-10-31,10,149699,8992,2219,144,135110,5208
"Kenya",2020-10-31,10,55192,16663,981,270,35876,10968
"Kosovo",2020-10-31,10,19328,3708,678,53,15429,1875
"Kuwait",2020-10-31,10,125926,20744,779,169,116862,20174
"Kyrgyzstan",2020-10-31,10,58878,12209,1144,80,49983,7104
"Laos",2020-10-31,10,24,1,0,0,22,0
"Latvia",2020-10-31,10,5894,4070,71,34,1406,99
"Lebanon",2020-10-31,10,81228,41594,637,270,41624,24059
"Lesotho",2020-10-31,10,1953,358,44,8,975,102
"Liberia",2020-10-31,10,1426,87,82,0,1279,58
"Libya",2020-10-31,10,61095,26570,857,306,35030,15669
"Liechtenstein",2020-10-31,10,576,456,3,2,347,234
"Lithuania",2020-10-31,10,14815,10127,152,75,5485,2640
"Luxembourg",2020-10-31,10,17134,8625,152,28,10081,2907
"Macao",2020-10-31,10,46,0,0,0,46,0
"Madagascar",2020-10-31,10,17111,703,244,14,16409,1108
"Malawi",2020-10-31,10,5930,157,184,5,5323,1060
"Malaysia",2020-10-31,10,31548,20324,263,127,21247,11281
"Maldives",2020-10-31,10,11659,1368,38,4,10814,1706
"Mali",2020-10-31,10,3554,436,136,5,2753,300
"Malta",2020-10-31,10,6042,2984,62,27,4155,1593
"MarshallIslands",2020-10-31,10,2,2,0,0,0,0
"Mauritania",2020-10-31,10,7703,201,163,2,7433,313
"Mauritius",2020-10-31,10,441,60,10,0,398,54
"Mexico",2020-10-31,10,924962,181746,91753,14107,779371,151364
"Moldova",2020-10-31,10,76040,22998,1785,465,55782,16785
"Monaco",2020-10-31,10,359,141,2,0,273,92
"Mongolia",2020-10-31,10,346,33,0,0,313,6
"Montenegro",2020-10-31,10,18341,7569,301,132,14084,6892
"Morocco",2020-10-31,10,219084,95431,3695,1501,181275,78560
"Mozambique",2020-10-31,10,12869,4141,92,31,10437,5205
"MSZaandam",2020-10-31,10,9,0,2,0,0,0
"Namibia",2020-10-31,10,12935,1670,133,12,11036,2022
"Nepal",2020-10-31,10,170743,92926,937,439,131222,74794
"Netherlands",2020-10-31,10,357640,231652,7459,1002,5882,1863
"NewZealand",2020-10-31,10,1959,111,25,0,1857,87
"Nicaragua",2020-10-31,10,5514,344,156,5,4225,1312
"Niger",2020-10-31,10,1220,23,69,0,1137,23
"Nigeria",2020-10-31,10,62853,4005,1144,32,58675,8317
"NorthMacedonia",2020-10-31,10,31572,13595,994,255,20731,5772
"Norway",2020-10-31,10,20331,6304,282,8,11863,673
"Oman",2020-10-31,10,114434,15849,1208,273,103060,14532
"Pakistan",2020-10-31,10,333970,21164,6823,339,314555,17058
"Panama",2020-10-31,10,133598,21003,2700,328,110552,21491
"PapuaNewGuinea",2020-10-31,10,589,55,7,0,575,59
"Paraguay",2020-10-31,10,63185,22427,1404,547,42900,18451
"Peru",2020-10-31,10,900180,88412,86494,4359,822316,145391
"Philippines",2020-10-31,10,380729,69035,7221,1717,331046,77558
"Poland",2020-10-31,10,362731,271217,5631,3118,140280,70585
"Portugal",2020-10-31,10,141279,65737,2507,536,80280,31750
"Qatar",2020-10-31,10,132556,6796,232,18,129583,6884
"RepublicofKorea",2020-10-31,10,26635,2746,466,51,24357,2691
"Romania",2020-10-31,10,241339,113767,6968,2143,172513,70037
"Russia",2020-10-31,10,1606267,435468,27787,7157,1208440,253652
"Rwanda",2020-10-31,10,5137,297,35,6,4879,1725
"SaintKittsandNevis",2020-10-31,10,19,0,0,0,19,2
"SaintLucia",2020-10-31,10,78,51,0,0,28,1
"SaintVincentandtheGrenadines",2020-10-31,10,74,10,0,0,70,6
"SanMarino",2020-10-31,10,958,209,42,0,721,41
"SaoTomeandPrincipe",2020-10-31,10,945,34,16,1,904,18
"SaudiArabia",2020-10-31,10,347282,12677,5402,634,333842,14688
"Senegal",2020-10-31,10,15616,634,324,13,14853,2416
"Serbia",2020-10-31,10,46954,13403,820,71,0,0
"Seychelles",2020-10-31,10,152,11,0,0,149,9
"SierraLeone",2020-10-31,10,2366,135,74,2,1800,113
"Singapore",2020-10-31,10,58015,250,28,1,57913,425
"Slovakia",2020-10-31,10,59823,49682,219,171,12617,8222
"Slovenia",2020-10-31,10,34307,28617,338,188,12091,8287
"SolomonIslands",2020-10-31,10,8,8,0,0,4,4
"Somalia",2020-10-31,10,3941,353,104,5,3185,239
"SouthAfrica",2020-10-31,10,725452,51113,19276,2542,654182,46070
"SouthSudan",2020-10-31,10,2905,201,58,9,1290,0
"Spain",2020-10-31,10,1185678,416490,35878,4087,150376,0
"SriLanka",2020-10-31,10,10663,7283,20,7,4399,1169
"Sudan",2020-10-31,10,13804,158,837,1,6764,0
"Suriname",2020-10-31,10,5203,326,111,7,5060,365
"Sweden",2020-10-31,10,124355,31492,5938,45,0,0
"Switzerland",2020-10-31,10,154251,100969,2378,470,65200,22500
"Syria",2020-10-31,10,5728,1528,288,88,1976,873
"Taiwan",2020-10-31,10,555,41,7,0,515,32
"Tajikistan",2020-10-31,10,10977,1251,82,7,10233,1661
"Tanzania",2020-10-31,10,509,0,21,0,183,0
"Thailand",2020-10-31,10,3784,215,59,0,3592,213
"TimorLeste",2020-10-31,10,30,2,0,0,29,1
"Togo",2020-10-31,10,2331,547,57,9,1660,312
"TrinidadandTobago",2020-10-31,10,5692,1161,108,32,4610,2050
"Tunisia",2020-10-31,10,59813,41400,1317,1052,5032,0
"Turkey",2020-10-31,10,375367,56704,10252,2057,323971,44222
"Uganda",2020-10-31,10,12495,4366,111,36,7503,3243
"Ukraine",2020-10-31,10,399330,184884,7399,3178,165902,70073
"UnitedArabEmirates",2020-10-31,10,132629,38439,495,76,128902,45178
"UnitedKingdom",2020-10-31,10,1014795,558947,46645,4412,2841,466
"Uruguay",2020-10-31,10,3124,1078,58,10,2560,769
"US",2020-10-31,10,9170214,1935771,231515,24635,3612478,771790
"Uzbekistan",2020-10-31,10,66932,10215,566,96,64235,10869
"Venezuela",2020-10-31,10,92013,16891,798,170,86773,21548
"Vietnam",2020-10-31,10,1180,86,35,0,1062,52
"WestBankandGaza",2020-10-31,10,53520,13621,483,172,46309,14566
"Yemen",2020-10-31,10,2063,29,599,12,1366,80
"Zambia",2020-10-31,10,16432,1673,349,17,15680,1721
"Zimbabwe",2020-10-31,10,8367,529,243,15,7894,1591
"Afghanistan",2020-11-30,11,46215,4881,1763,230,36831,2510
"Albania",2020-11-30,11,38182,17307,810,301,18849,7660
"Algeria",2020-11-30,11,83199,25257,2431,467,53809,13608
"Andorra",2020-11-30,11,6745,1989,76,1,5873,2398
"Angola",2020-11-30,11,15139,4334,348,64,7851,3328
"AntiguaandBarbuda",2020-11-30,11,141,13,4,1,130,13
"Argentina",2020-11-30,11,1424533,257609,38730,7728,1257227,283288
"Armenia",2020-11-30,11,135124,45311,2164,823,108442,53125
"Australia",2020-11-30,11,27912,317,908,1,22420,232
"Austria",2020-11-30,11,282456,177531,3184,2075,221692,154466
"Azerbaijan",2020-11-30,11,121176,65907,1392,662,74902,31359
"Bahamas",2020-11-30,11,7541,827,163,19,5889,1467
"Bahrain",2020-11-30,11,86956,5311,341,20,85141,6422
"Bangladesh",2020-11-30,11,464932,57248,6644,721,380711,56566
"Barbados",2020-11-30,11,276,39,7,0,250,29
"Belarus",2020-11-30,11,136647,38165,1158,178,114341,27678
"Belgium",2020-11-30,11,577345,148116,16645,5020,0,-25569
"Belize",2020-11-30,11,5854,2367,148,89,3151,991
"Benin",2020-11-30,11,3015,372,43,2,2839,421
"Bhutan",2020-11-30,11,410,61,0,0,381,57
"Bolivia",2020-11-30,11,144708,2951,8957,232,121702,10199
"BosniaandHerzegovina",2020-11-30,11,87901,37811,2681,1447,52769,24686
"Botswana",2020-11-30,11,10742,4100,34,10,7912,3236
"Brazil",2020-11-30,11,6341965,804202,173268,13296,5597802,592641
"Brunei",2020-11-30,11,150,2,3,0,145,2
"Bulgaria",2020-11-30,11,145300,92456,4035,2756,50565,30520
"BurkinaFaso",2020-11-30,11,2886,386,68,1,2593,343
"Burma",2020-11-30,11,90713,38007,1941,704,70156,37382
"Burundi",2020-11-30,11,688,103,1,0,575,64
"Cambodia",2020-11-30,11,326,35,0,0,304,21
"Cameroon",2020-11-30,11,24445,2652,437,11,22177,2060
"Canada",2020-11-30,11,382708,144517,12239,1963,304595,105643
"CapeVerde",2020-11-30,11,10761,1968,105,10,10329,2348
"CentralAfricanRepublic",2020-11-30,11,4913,47,63,1,1924,0
"Chad",2020-11-30,11,1688,205,101,3,1525,211
"Chile",2020-11-30,11,551743,41487,15410,1203,526604,39962
"China",2020-11-30,11,86542,545,4634,0,81627,627
"Colombia",2020-11-30,11,1316806,242622,36766,5452,1210489,241259
"Comoros",2020-11-30,11,611,66,7,0,586,88
"Congo",2020-11-30,11,5774,484,94,2,4988,1101
"CostaRica",2020-11-30,11,139638,29667,1726,341,87526,20807
"CotedIvoire",2020-11-30,11,21331,615,132,6,20964,599
"Croatia",2020-11-30,11,128442,79126,1786,1240,105199,72381
"Cuba",2020-11-30,11,8284,1397,135,7,7631,1386
"Cyprus",2020-11-30,11,10383,6166,48,23,2057,175
"Czechia",2020-11-30,11,523298,188196,8295,5044,451607,308248
"DemocraticRepublicoftheCongo",2020-11-30,11,12772,1466,333,26,11585,1000
"Denmark",2020-11-30,11,81002,34139,837,116,64031,29011
"DiamondPrincess",2020-11-30,11,712,0,13,0,659,0
"Djibouti",2020-11-30,11,5679,118,61,0,5584,143
"Dominica",2020-11-30,11,85,35,0,0,63,30
"DominicanRepublic",2020-11-30,11,143988,16970,2331,86,115219,10357
"Ecuador",2020-11-30,11,192685,24493,13461,791,169804,28045
"Egypt",2020-11-30,11,115911,8356,6650,384,102718,3266
"ElSalvador",2020-11-30,11,38941,5115,1114,139,35078,5892
"EquatorialGuinea",2020-11-30,11,5153,65,85,2,5009,44
"Eritrea",2020-11-30,11,577,114,0,0,498,86
"Estonia",2020-11-30,11,12308,7403,118,45,7078,3267
"Eswatini",2020-11-30,11,6419,502,122,5,6006,360
"Ethiopia",2020-11-30,11,110074,13905,1706,237,73808,21291
"Fiji",2020-11-30,11,42,8,2,0,33,2
"Finland",2020-11-30,11,24912,8799,399,41,16800,5500
"France",2020-11-30,11,2276830,862434,52818,15991,167913,44818
"Gabon",2020-11-30,11,9214,246,60,5,9066,368
"Gambia",2020-11-30,11,3742,70,123,4,3601,405
"Georgia",2020-11-30,11,135584,96648,1267,960,113986,91295
"Germany",2020-11-30,11,1069912,538122,16694,6211,749219,392809
"Ghana",2020-11-30,11,51667,3612,323,3,50547,3378
"Greece",2020-11-30,11,105271,66020,2406,1780,23074,0
"Grenada",2020-11-30,11,41,13,0,0,30,6
"Guatemala",2020-11-30,11,122062,14123,4171,442,110944,13655
"Guinea",2020-11-30,11,13119,1047,76,4,12045,1495
"GuineaBissau",2020-11-30,11,2441,28,44,3,2327,509
"Guyana",2020-11-30,11,5406,1244,151,27,4392,1164
"Haiti",2020-11-30,11,9272,218,232,0,8023,594
"HolySee",2020-11-30,11,27,0,0,0,15,0
"Honduras",2020-11-30,11,108253,11365,2918,249,48073,7944
"HongKong",2020-11-30,11,6314,991,109,4,5344,255
"Hungary",2020-11-30,11,217122,141801,4823,3073,63860,44828
"Iceland",2020-11-30,11,5392,527,26,14,5179,1306
"India",2020-11-30,11,9462809,1278727,137621,15510,8889585,1398072
"Indonesia",2020-11-30,11,538883,128795,16945,3076,450518,112717
"Iran",2020-11-30,11,962070,349298,48246,13382,668151,186221
"Iraq",2020-11-30,11,552549,79919,12258,1348,482674,83019
"Ireland",2020-11-30,11,72544,11088,2053,140,23364,0
"Israel",2020-11-30,11,337191,22842,2872,311,323681,23812
"Italy",2020-11-30,11,1601554,922124,55576,16958,757507,468081
"Jamaica",2020-11-30,11,10763,1669,257,51,6219,1709
"Japan",2020-11-30,11,148824,47501,2152,382,127289,37524
"Jordan",2020-11-30,11,219430,146823,2751,1922,155026,147426
"Kazakhstan",2020-11-30,11,174563,24864,2477,258,147425,12315
"Kenya",2020-11-30,11,83618,28426,1469,488,55344,19468
"Kosovo",2020-11-30,11,39596,20268,1016,338,25001,9572
"Kuwait",2020-11-30,11,142635,16709,880,101,137071,20209
"Kyrgyzstan",2020-11-30,11,73178,14300,1275,131,64711,14728
"Laos",2020-11-30,11,39,15,0,0,26,4
"Latvia",2020-11-30,11,17075,11181,206,135,1795,389
"Lebanon",2020-11-30,11,127944,46716,1018,381,83034,41410
"Lesotho",2020-11-30,11,2109,156,44,0,1278,303
"Liberia",2020-11-30,11,1598,172,83,1,1343,64
"Libya",2020-11-30,11,82809,21714,1183,326,53818,18788
"Liechtenstein",2020-11-30,11,1312,736,17,14,1088,741
"Lithuania",2020-11-30,11,61311,46496,620,468,28028,22543
"Luxembourg",2020-11-30,11,34678,17544,321,169,26086,16005
"Macao",2020-11-30,11,46,0,0,0,46,0
"Madagascar",2020-11-30,11,17341,230,251,7,16657,248
"Malawi",2020-11-30,11,6028,98,185,1,5455,132
"Malaysia",2020-11-30,11,65697,34149,360,97,54758,33511
"Maldives",2020-11-30,11,13011,1352,46,8,11939,1125
"Mali",2020-11-30,11,4710,1156,156,20,3206,453
"Malta",2020-11-30,11,9873,3831,137,75,7665,3510
"MarshallIslands",2020-11-30,11,4,2,0,0,1,1
"Mauritania",2020-11-30,11,8601,898,177,14,7732,299
"Mauritius",2020-11-30,11,504,63,10,0,456,58
"Mexico",2020-11-30,11,1113543,188581,105940,14187,823586,44215
"Moldova",2020-11-30,11,107364,31324,2304,519,95354,39572
"Monaco",2020-11-30,11,609,250,3,1,556,283
"Mongolia",2020-11-30,11,801,455,0,0,358,45
"Montenegro",2020-11-30,11,35265,16924,499,198,24131,10047
"Morocco",2020-11-30,11,356336,137252,5846,2151,305291,124016
"Mozambique",2020-11-30,11,15701,2832,131,39,13729,3292
"MSZaandam",2020-11-30,11,9,0,2,0,0,0
"Namibia",2020-11-30,11,14380,1445,151,18,13535,2499
"Nepal",2020-11-30,11,233452,62709,1508,571,214521,83299
"Netherlands",2020-11-30,11,531930,174290,9453,1994,6947,1065
"NewZealand",2020-11-30,11,2059,100,25,0,1962,105
"Nicaragua",2020-11-30,11,5784,270,160,4,4225,0
"Niger",2020-11-30,11,1548,328,72,3,1210,73
"Nigeria",2020-11-30,11,67557,4704,1173,29,63282,4607
"NorthMacedonia",2020-11-30,11,61878,30306,1763,769,38946,18215
"Norway",2020-11-30,11,36150,15819,332,50,17998,6135
"Oman",2020-11-30,11,123699,9265,1423,215,115216,12156
"Pakistan",2020-11-30,11,400482,66512,8091,1268,343286,28731
"Panama",2020-11-30,11,165806,32208,3079,379,144462,33910
"PapuaNewGuinea",2020-11-30,11,656,67,7,0,597,22
"Paraguay",2020-11-30,11,82424,19239,1756,352,58453,15553
"Peru",2020-11-30,11,962530,62350,89449,2955,893061,70745
"Philippines",2020-11-30,11,431630,50901,8392,1171,398658,67612
"Poland",2020-11-30,11,990811,628080,17150,11519,577514,437234
"Portugal",2020-11-30,11,298061,156782,4505,1998,212942,132662
"Qatar",2020-11-30,11,138833,6277,237,5,136090,6507
"RepublicofKorea",2020-11-30,11,34652,8017,526,60,27885,3528
"Romania",2020-11-30,11,475362,234023,11331,4363,353188,180675
"Russia",2020-11-30,11,2275936,669669,39491,11704,1763493,555053
"Rwanda",2020-11-30,11,5934,797,49,14,5516,637
"SaintKittsandNevis",2020-11-30,11,22,3,0,0,19,0
"SaintLucia",2020-11-30,11,259,181,2,2,131,103
"SaintVincentandtheGrenadines",2020-11-30,11,85,11,0,0,79,9
"Samoa",2020-11-30,11,2,2,0,0,0,0
